 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  3  4  2  1  7  2    -0.00078102
  4  4  2  1  7  2    -0.00001720
  1  5  2  1  7  2     0.00459726
  2  5  2  1  7  2     0.00025257
  3  5  2  1  7  2    -0.00157513
  0  0  0  1  1  4    -0.00000452
  1  0  0  1  1  4    -0.00007247
  2  0  0  1  1  4    -0.00000470
  3  0  0  1  1  4     0.00000795
  4  0  0  1  1  4     0.00000015
  5  0  0  1  1  4     0.00000077
  6  0  0  1  1  4    -0.00000004
  7  0  0  1  1  4     0.00000006
  8  0  0  1  1  4     0.00000000
  9  0  0  1  1  4     0.00000001
 10  0  0  1  1  4    -0.00000001
  0  1  0  1  1  4     0.00001331
  0  2  0  1  1  4    -0.00000621
  0  3  0  1  1  4    -0.00000243
  0  4  0  1  1  4     0.00000091
  0  5  0  1  1  4     0.00000034
  0  6  0  1  1  4    -0.00000013
  0  7  0  1  1  4     0.00000005
  0  8  0  1  1  4     0.00000002
  0  9  0  1  1  4    -0.00000001
  0 10  0  1  1  4     0.00000000
  0  0  2  1  1  4    -0.00022108
  0  0  6  1  1  4    -0.00036930
  0  0  8  1  1  4    -0.00003662
  0  0 10  1  1  4     0.00000313
  1  1  0  1  1  4    -0.00001982
  2  1  0  1  1  4     0.00001399
  3  1  0  1  1  4    -0.00002560
  4  1  0  1  1  4     0.00000003
  5  1  0  1  1  4    -0.00000183
  6  1  0  1  1  4     0.00000009
  7  1  0  1  1  4    -0.00000015
  8  1  0  1  1  4     0.00000001
  9  1  0  1  1  4    -0.00000003
  1  2  0  1  1  4    -0.00009897
  2  2  0  1  1  4    -0.00000648
  3  2  0  1  1  4     0.00001092
  4  2  0  1  1  4     0.00000021
  5  2  0  1  1  4     0.00000107
  6  2  0  1  1  4    -0.00000005
  7  2  0  1  1  4     0.00000009
  8  2  0  1  1  4     0.00000000
  1  3  0  1  1  4    -0.00003504
  2  3  0  1  1  4    -0.00000245
  3  3  0  1  1  4     0.00000448
  4  3  0  1  1  4     0.00000011
  5  3  0  1  1  4     0.00000052
  6  3  0  1  1  4    -0.00000004
  7  3  0  1  1  4     0.00000005
  1  4  0  1  1  4     0.00001223
  2  4  0  1  1  4     0.00000090
  3  4  0  1  1  4    -0.00000177
  4  4  0  1  1  4    -0.00000004
  5  4  0  1  1  4    -0.00000023
  6  4  0  1  1  4     0.00000002
  1  5  0  1  1  4     0.00000423
  2  5  0  1  1  4     0.00000033
  3  5  0  1  1  4    -0.00000069
  4  5  0  1  1  4    -0.00000002
  5  5  0  1  1  4    -0.00000010
  1  6  0  1  1  4    -0.00000146
  2  6  0  1  1  4    -0.00000012
  3  6  0  1  1  4     0.00000028
  4  6  0  1  1  4     0.00000001
  1  7  0  1  1  4     0.00000051
  2  7  0  1  1  4     0.00000005
  3  7  0  1  1  4    -0.00000011
  1  8  0  1  1  4     0.00000018
  2  8  0  1  1  4     0.00000002
  1  9  0  1  1  4    -0.00000007
  1  0  2  1  1  4    -0.00470311
  2  0  2  1  1  4    -0.00024137
  3  0  2  1  1  4     0.00038015
  4  0  2  1  1  4     0.00000051
  5  0  2  1  1  4     0.00002720
  6  0  2  1  1  4    -0.00000195
  7  0  2  1  1  4     0.00000231
  8  0  2  1  1  4     0.00000035
  3  0  4  1  1  4     0.00128248
  4  0  4  1  1  4     0.00008823
  5  0  4  1  1  4     0.00011337
  6  0  4  1  1  4    -0.00000495
  1  0  6  1  1  4    -0.00755785
  2  0  6  1  1  4    -0.00040336
  3  0  6  1  1  4     0.00057324
  4  0  6  1  1  4     0.00000771
  1  0  8  1  1  4    -0.00055862
  2  0  8  1  1  4    -0.00003807
  0  1  2  1  1  4     0.00071488
  0  2  2  1  1  4    -0.00030515
  0  3  2  1  1  4    -0.00010914
  0  4  2  1  1  4     0.00003956
  0  5  2  1  1  4     0.00001487
  0  6  2  1  1  4    -0.00000585
  0  7  2  1  1  4     0.00000239
  0  8  2  1  1  4     0.00000101
  0  3  4  1  1  4    -0.00033102
  0  4  4  1  1  4     0.00014913
  0  5  4  1  1  4     0.00006201
  0  6  4  1  1  4    -0.00002558
  0  1  6  1  1  4     0.00116320
  0  2  6  1  1  4    -0.00049992
  0  3  6  1  1  4    -0.00018036
  0  4  6  1  1  4     0.00006565
  0  1  8  1  1  4     0.00010661
  0  2  8  1  1  4    -0.00004984
  1  1  2  1  1  4    -0.00106388
  2  1  2  1  1  4     0.00078707
  3  1  2  1  1  4    -0.00137220
  4  1  2  1  1  4     0.00002605
  5  1  2  1  1  4    -0.00006778
  6  1  2  1  1  4     0.00000635
  7  1  2  1  1  4    -0.00000469
  1  2  2  1  1  4    -0.00643595
  2  2  2  1  1  4    -0.00033708
  3  2  2  1  1  4     0.00052395
  4  2  2  1  1  4     0.00000043
  5  2  2  1  1  4     0.00003779
  6  2  2  1  1  4    -0.00000290
  1  3  2  1  1  4    -0.00219110
  2  3  2  1  1  4    -0.00011574
  3  3  2  1  1  4     0.00020406
  4  3  2  1  1  4     0.00000080
  5  3  2  1  1  4     0.00001713
  1  4  2  1  1  4     0.00075328
  2  4  2  1  1  4     0.00004083
  3  4  2  1  1  4    -0.00007979
  4  4  2  1  1  4    -0.00000018
  1  5  2  1  1  4     0.00026871
  2  5  2  1  1  4     0.00001507
  3  5  2  1  1  4    -0.00003183
  1  6  2  1  1  4    -0.00009971
  2  6  2  1  1  4    -0.00000582
  1  7  2  1  1  4     0.00003838
  0  0  0  2  1  4     0.00000467
  1  0  0  2  1  4    -0.00000472
  2  0  0  2  1  4    -0.00006675
  3  0  0  2  1  4    -0.00000413
  4  0  0  2  1  4     0.00001046
  5  0  0  2  1  4    -0.00000007
  6  0  0  2  1  4     0.00000124
  7  0  0  2  1  4     0.00000010
  8  0  0  2  1  4    -0.00000014
  9  0  0  2  1  4     0.00000002
 10  0  0  2  1  4     0.00000001
  0  1  0  2  1  4    -0.00001328
  0  2  0  2  1  4     0.00000642
  0  3  0  2  1  4     0.00000273
  0  4  0  2  1  4    -0.00000110
  0  5  0  2  1  4    -0.00000044
  0  6  0  2  1  4     0.00000018
  0  7  0  2  1  4    -0.00000008
  0  8  0  2  1  4    -0.00000003
  0  9  0  2  1  4     0.00000002
  0 10  0  2  1  4     0.00000001
  0  0  2  2  1  4     0.00021007
  0  0  4  2  1  4     0.00077761
  0  0  6  2  1  4     0.00038255
  0  0  8  2  1  4     0.00003961
  0  0 10  2  1  4    -0.00000346
  1  1  0  2  1  4     0.00001426
  2  1  0  2  1  4    -0.00003727
  3  1  0  2  1  4     0.00001245
  4  1  0  2  1  4    -0.00003437
  5  1  0  2  1  4    -0.00000042
  6  1  0  2  1  4    -0.00000296
  7  1  0  2  1  4    -0.00000025
  8  1  0  2  1  4     0.00000031
  9  1  0  2  1  4    -0.00000007
  1  2  0  2  1  4    -0.00000649
  2  2  0  2  1  4    -0.00009112
  3  2  0  2  1  4    -0.00000572
  4  2  0  2  1  4     0.00001435
  5  2  0  2  1  4    -0.00000009
  6  2  0  2  1  4     0.00000172
  7  2  0  2  1  4     0.00000014
  8  2  0  2  1  4    -0.00000020
  1  3  0  2  1  4    -0.00000245
  2  3  0  2  1  4    -0.00003178
  3  3  0  2  1  4    -0.00000206
  4  3  0  2  1  4     0.00000579
  5  3  0  2  1  4    -0.00000007
  6  3  0  2  1  4     0.00000082
  7  3  0  2  1  4     0.00000008
  1  4  0  2  1  4     0.00000090
  2  4  0  2  1  4     0.00001094
  3  4  0  2  1  4     0.00000073
  4  4  0  2  1  4    -0.00000225
  5  4  0  2  1  4     0.00000003
  6  4  0  2  1  4    -0.00000036
  1  5  0  2  1  4     0.00000033
  2  5  0  2  1  4     0.00000373
  3  5  0  2  1  4     0.00000026
  4  5  0  2  1  4    -0.00000087
  5  5  0  2  1  4     0.00000001
  1  6  0  2  1  4    -0.00000012
  2  6  0  2  1  4    -0.00000126
  3  6  0  2  1  4    -0.00000009
  4  6  0  2  1  4     0.00000034
  1  7  0  2  1  4     0.00000005
  2  7  0  2  1  4     0.00000043
  3  7  0  2  1  4     0.00000003
  1  8  0  2  1  4     0.00000002
  2  8  0  2  1  4     0.00000015
  1  9  0  2  1  4    -0.00000001
  1  0  2  2  1  4    -0.00024378
  2  0  2  2  1  4    -0.00444010
  3  0  2  2  1  4    -0.00022470
  4  0  2  2  1  4     0.00051076
  5  0  2  2  1  4     0.00000393
  6  0  2  2  1  4     0.00004386
  7  0  2  2  1  4     0.00000410
  8  0  2  2  1  4    -0.00000388
  4  0  4  2  1  4     0.00172120
  5  0  4  2  1  4    -0.00011595
  6  0  4  2  1  4     0.00018493
  1  0  6  2  1  4    -0.00040330
  2  0  6  2  1  4    -0.00712120
  3  0  6  2  1  4    -0.00037897
  4  0  6  2  1  4     0.00076450
  1  0  8  2  1  4    -0.00003802
  2  0  8  2  1  4    -0.00051238
  0  1  2  2  1  4    -0.00061438
  0  2  2  2  1  4     0.00028942
  0  3  2  2  1  4     0.00011830
  0  4  2  2  1  4    -0.00004730
  0  5  2  2  1  4    -0.00001915
  0  6  2  2  1  4     0.00000795
  0  7  2  2  1  4    -0.00000339
  0  8  2  2  1  4    -0.00000149
  0  1  4  2  1  4    -0.00113295
  0  2  4  2  1  4     0.00106041
  0  3  4  2  1  4     0.00056770
  0  4  4  2  1  4    -0.00024028
  0  5  4  2  1  4    -0.00009870
  0  6  4  2  1  4     0.00004106
  0  1  6  2  1  4    -0.00134392
  0  2  6  2  1  4     0.00052689
  0  3  6  2  1  4     0.00020786
  0  4  6  2  1  4    -0.00008188
  0  1  8  2  1  4    -0.00012375
  0  2  8  2  1  4     0.00005449
  1  1  2  2  1  4     0.00081229
  2  1  2  2  1  4    -0.00190042
  3  1  2  2  1  4     0.00073732
  4  1  2  2  1  4    -0.00187431
  5  1  2  2  1  4    -0.00004938
  6  1  2  2  1  4    -0.00011065
  7  1  2  2  1  4    -0.00001237
  1  2  2  2  1  4    -0.00033710
  2  2  2  2  1  4    -0.00607397
  3  2  2  2  1  4    -0.00031536
  4  2  2  2  1  4     0.00070341
  5  2  2  2  1  4     0.00000568
  6  2  2  2  1  4     0.00006106
  1  3  2  2  1  4    -0.00011545
  2  3  2  2  1  4    -0.00204443
  3  3  2  2  1  4    -0.00010310
  4  3  2  2  1  4     0.00027089
  5  3  2  2  1  4     0.00000190
  1  4  2  2  1  4     0.00004070
  2  4  2  2  1  4     0.00069489
  3  4  2  2  1  4     0.00003496
  4  4  2  2  1  4    -0.00010479
  1  5  2  2  1  4     0.00001502
  2  5  2  2  1  4     0.00024522
  3  5  2  2  1  4     0.00001245
  1  6  2  2  1  4    -0.00000580
  2  6  2  2  1  4    -0.00009006
  1  7  2  2  1  4     0.00000232
  0  0  0  3  1  4     0.00000018
  1  0  0  3  1  4     0.00000757
  2  0  0  3  1  4    -0.00000418
  3  0  0  3  1  4    -0.00006152
  4  0  0  3  1  4    -0.00000330
  5  0  0  3  1  4    -0.00001253
  6  0  0  3  1  4     0.00000007
  7  0  0  3  1  4    -0.00000173
  8  0  0  3  1  4    -0.00000028
  9  0  0  3  1  4    -0.00000027
 10  0  0  3  1  4    -0.00000009
  0  1  0  3  1  4    -0.00000038
  0  2  0  3  1  4     0.00000024
  0  3  0  3  1  4     0.00000011
  0  4  0  3  1  4    -0.00000004
  0  5  0  3  1  4    -0.00000002
  0  6  0  3  1  4     0.00000001
  0  7  0  3  1  4     0.00000000
  0  8  0  3  1  4     0.00000000
  0  9  0  3  1  4     0.00000000
  0 10  0  3  1  4     0.00000000
  0  0  2  3  1  4     0.00000446
  0  0  4  3  1  4     0.00005409
  0  0  6  3  1  4     0.00000504
  0  0  8  3  1  4     0.00000131
  0  0 10  3  1  4    -0.00000013
  1  1  0  3  1  4    -0.00002179
  2  1  0  3  1  4     0.00001302
  3  1  0  3  1  4    -0.00005366
  4  1  0  3  1  4     0.00000998
  5  1  0  3  1  4     0.00004209
  6  1  0  3  1  4    -0.00000095
  7  1  0  3  1  4     0.00000415
  8  1  0  3  1  4     0.00000066
  9  1  0  3  1  4     0.00000051
  1  2  0  3  1  4     0.00001039
  2  2  0  3  1  4    -0.00000576
  3  2  0  3  1  4    -0.00008397
  4  2  0  3  1  4    -0.00000458
  5  2  0  3  1  4    -0.00001717
  6  2  0  3  1  4     0.00000011
  7  2  0  3  1  4    -0.00000239
  8  2  0  3  1  4    -0.00000041
  1  3  0  3  1  4     0.00000436
  2  3  0  3  1  4    -0.00000206
  3  3  0  3  1  4    -0.00002888
  4  3  0  3  1  4    -0.00000154
  5  3  0  3  1  4    -0.00000683
  6  3  0  3  1  4     0.00000001
  7  3  0  3  1  4    -0.00000111
  1  4  0  3  1  4    -0.00000173
  2  4  0  3  1  4     0.00000073
  3  4  0  3  1  4     0.00000983
  4  4  0  3  1  4     0.00000052
  5  4  0  3  1  4     0.00000261
  6  4  0  3  1  4     0.00000000
  1  5  0  3  1  4    -0.00000068
  2  5  0  3  1  4     0.00000026
  3  5  0  3  1  4     0.00000331
  4  5  0  3  1  4     0.00000017
  5  5  0  3  1  4     0.00000099
  1  6  0  3  1  4     0.00000027
  2  6  0  3  1  4    -0.00000009
  3  6  0  3  1  4    -0.00000110
  4  6  0  3  1  4    -0.00000005
  1  7  0  3  1  4    -0.00000011
  2  7  0  3  1  4     0.00000003
  3  7  0  3  1  4     0.00000036
  1  8  0  3  1  4    -0.00000005
  2  8  0  3  1  4     0.00000001
  1  9  0  3  1  4     0.00000002
  1  0  2  3  1  4     0.00034480
  2  0  2  3  1  4    -0.00022987
  3  0  2  3  1  4    -0.00419128
  4  0  2  3  1  4    -0.00019193
  5  0  2  3  1  4    -0.00062619
  6  0  2  3  1  4     0.00001060
  7  0  2  3  1  4    -0.00006233
  8  0  2  3  1  4    -0.00000816
  1  0  4  3  1  4     0.00128266
  5  0  4  3  1  4    -0.00210390
  6  0  4  3  1  4    -0.00013670
  1  0  6  3  1  4     0.00062967
  2  0  6  3  1  4    -0.00037538
  3  0  6  3  1  4    -0.00670984
  4  0  6  3  1  4    -0.00032901
  1  0  8  3  1  4     0.00006415
  2  0  8  3  1  4    -0.00003331
  0  1  2  3  1  4    -0.00001034
  0  2  2  3  1  4     0.00000589
  0  3  2  3  1  4     0.00000253
  0  4  2  3  1  4    -0.00000082
  0  5  2  3  1  4    -0.00000023
  0  6  2  3  1  4     0.00000008
  0  7  2  3  1  4    -0.00000004
  0  8  2  3  1  4    -0.00000003
  0  1  4  3  1  4    -0.00003098
  0  2  4  3  1  4     0.00007419
  0  3  4  3  1  4     0.00001995
  0  4  4  3  1  4    -0.00000578
  0  5  4  3  1  4    -0.00000187
  0  6  4  3  1  4     0.00000072
  0  1  6  3  1  4     0.00001208
  0  2  6  3  1  4     0.00000654
  0  3  6  3  1  4     0.00000376
  0  4  6  3  1  4    -0.00000135
  0  1  8  3  1  4    -0.00000171
  0  2  8  3  1  4     0.00000179
  1  1  2  3  1  4    -0.00101884
  2  1  2  3  1  4     0.00079008
  3  1  2  3  1  4    -0.00270908
  4  1  2  3  1  4     0.00062892
  5  1  2  3  1  4     0.00233703
  6  1  2  3  1  4    -0.00007841
  7  1  2  3  1  4     0.00015897
  1  2  2  3  1  4     0.00047487
  2  2  2  3  1  4    -0.00031845
  3  2  2  3  1  4    -0.00573213
  4  2  2  3  1  4    -0.00027132
  5  2  2  3  1  4    -0.00086163
  6  2  2  3  1  4     0.00001491
  1  3  2  3  1  4     0.00019313
  2  3  2  3  1  4    -0.00010343
  3  3  2  3  1  4    -0.00190865
  4  3  2  3  1  4    -0.00008318
  5  3  2  3  1  4    -0.00032767
  1  4  2  3  1  4    -0.00007687
  2  4  2  3  1  4     0.00003498
  3  4  2  3  1  4     0.00064192
  4  4  2  3  1  4     0.00002663
  1  5  2  3  1  4    -0.00003095
  2  5  2  3  1  4     0.00001244
  3  5  2  3  1  4     0.00022432
  1  6  2  3  1  4     0.00001274
  2  6  2  3  1  4    -0.00000462
  1  7  2  3  1  4    -0.00000539
  1  1  4  3  1  4    -0.00184652
  0  0  0  4  1  4    -0.00000035
  1  0  0  4  1  4     0.00000019
  2  0  0  4  1  4     0.00000992
  3  0  0  4  1  4    -0.00000338
  4  0  0  4  1  4    -0.00005680
  5  0  0  4  1  4     0.00000239
  6  0  0  4  1  4    -0.00001426
  7  0  0  4  1  4    -0.00000024
  8  0  0  4  1  4     0.00000183
  9  0  0  4  1  4    -0.00000144
 10  0  0  4  1  4     0.00000062
  0  1  0  4  1  4     0.00000085
  0  2  0  4  1  4    -0.00000049
  0  3  0  4  1  4    -0.00000024
  0  4  0  4  1  4     0.00000011
  0  5  0  4  1  4     0.00000005
  0  6  0  4  1  4    -0.00000002
  0  7  0  4  1  4     0.00000001
  0  8  0  4  1  4     0.00000001
  0  9  0  4  1  4     0.00000000
  0 10  0  4  1  4     0.00000000
  0  0  2  4  1  4    -0.00001308
  0  0  4  4  1  4    -0.00005383
  0  0  6  4  1  4    -0.00002230
  0  0  8  4  1  4    -0.00000299
  0  0 10  4  1  4     0.00000031
  1  1  0  4  1  4    -0.00000036
  2  1  0  4  1  4    -0.00002900
  3  1  0  4  1  4     0.00001088
  4  1  0  4  1  4    -0.00006899
  5  1  0  4  1  4    -0.00000712
  6  1  0  4  1  4     0.00004899
  7  1  0  4  1  4     0.00000158
  8  1  0  4  1  4    -0.00000470
  9  1  0  4  1  4     0.00000293
  1  2  0  4  1  4     0.00000026
  2  2  0  4  1  4     0.00001360
  3  2  0  4  1  4    -0.00000467
  4  2  0  4  1  4    -0.00007751
  5  2  0  4  1  4     0.00000335
  6  2  0  4  1  4    -0.00001953
  7  2  0  4  1  4    -0.00000032
  8  2  0  4  1  4     0.00000249
  1  3  0  4  1  4     0.00000012
  2  3  0  4  1  4     0.00000562
  3  3  0  4  1  4    -0.00000155
  4  3  0  4  1  4    -0.00002632
  5  3  0  4  1  4     0.00000100
  6  3  0  4  1  4    -0.00000767
  7  3  0  4  1  4    -0.00000007
  1  4  0  4  1  4    -0.00000005
  2  4  0  4  1  4    -0.00000220
  3  4  0  4  1  4     0.00000052
  4  4  0  4  1  4     0.00000886
  5  4  0  4  1  4    -0.00000030
  6  4  0  4  1  4     0.00000290
  1  5  0  4  1  4    -0.00000002
  2  5  0  4  1  4    -0.00000085
  3  5  0  4  1  4     0.00000017
  4  5  0  4  1  4     0.00000295
  5  5  0  4  1  4    -0.00000009
  1  6  0  4  1  4     0.00000001
  2  6  0  4  1  4     0.00000034
  3  6  0  4  1  4    -0.00000005
  4  6  0  4  1  4    -0.00000096
  1  7  0  4  1  4     0.00000000
  2  7  0  4  1  4    -0.00000014
  3  7  0  4  1  4     0.00000001
  1  8  0  4  1  4     0.00000000
  2  8  0  4  1  4    -0.00000006
  1  9  0  4  1  4     0.00000000
  1  0  2  4  1  4     0.00000409
  2  0  2  4  1  4     0.00046095
  3  0  2  4  1  4    -0.00020023
  4  0  2  4  1  4    -0.00395742
  5  0  2  4  1  4     0.00015233
  6  0  2  4  1  4    -0.00072839
  7  0  2  4  1  4    -0.00002098
  8  0  2  4  1  4     0.00007855
  1  0  4  4  1  4     0.00008823
  2  0  4  4  1  4     0.00172145
  6  0  4  4  1  4    -0.00243551
  1  0  6  4  1  4     0.00000202
  2  0  6  4  1  4     0.00084400
  3  0  6  4  1  4    -0.00032113
  4  0  6  4  1  4    -0.00632485
  1  0  8  4  1  4     0.00000137
  2  0  8  4  1  4     0.00008404
  0  1  2  4  1  4     0.00003259
  0  2  2  4  1  4    -0.00001805
  0  3  2  4  1  4    -0.00000790
  0  4  2  4  1  4     0.00000329
  0  5  2  4  1  4     0.00000140
  0  6  2  4  1  4    -0.00000063
  0  7  2  4  1  4     0.00000029
  0  8  2  4  1  4     0.00000014
  0  1  4  4  1  4     0.00007775
  0  2  4  4  1  4    -0.00007452
  0  3  4  4  1  4    -0.00003558
  0  4  4  4  1  4     0.00001549
  0  5  4  4  1  4     0.00000672
  0  6  4  4  1  4    -0.00000298
  0  1  6  4  1  4     0.00005456
  0  2  6  4  1  4    -0.00003084
  0  3  6  4  1  4    -0.00001376
  0  4  6  4  1  4     0.00000584
  0  1  8  4  1  4     0.00000707
  0  2  8  4  1  4    -0.00000419
  1  1  2  4  1  4    -0.00001027
  2  1  2  4  1  4    -0.00137639
  3  1  2  4  1  4     0.00071300
  4  1  2  4  1  4    -0.00348607
  5  1  2  4  1  4    -0.00049147
  6  1  2  4  1  4     0.00276567
  7  1  2  4  1  4     0.00011781
  1  2  2  4  1  4     0.00000538
  2  2  2  4  1  4     0.00063426
  3  2  2  4  1  4    -0.00027814
  4  2  2  4  1  4    -0.00541136
  5  2  2  4  1  4     0.00021791
  6  2  2  4  1  4    -0.00100152
  1  3  2  4  1  4     0.00000189
  2  3  2  4  1  4     0.00025549
  3  3  2  4  1  4    -0.00008429
  4  3  2  4  1  4    -0.00178392
  5  3  2  4  1  4     0.00006088
  1  4  2  4  1  4    -0.00000047
  2  4  2  4  1  4    -0.00010069
  3  4  2  4  1  4     0.00002685
  4  4  2  4  1  4     0.00059430
  1  5  2  4  1  4    -0.00000011
  2  5  2  4  1  4    -0.00004013
  3  5  2  4  1  4     0.00000900
  1  6  2  4  1  4     0.00000006
  2  6  2  4  1  4     0.00001636
  1  7  2  4  1  4    -0.00000005
  1  1  4  4  1  4    -0.00003687
  2  1  4  4  1  4    -0.00244652
  0  0  0  5  1  4     0.00000000
  1  0  0  5  1  4     0.00000077
  2  0  0  5  1  4    -0.00000013
  3  0  0  5  1  4    -0.00001184
  4  0  0  5  1  4     0.00000250
  5  0  0  5  1  4    -0.00005251
  6  0  0  5  1  4    -0.00000142
  7  0  0  5  1  4    -0.00001592
  8  0  0  5  1  4     0.00000011
  9  0  0  5  1  4     0.00000020
 10  0  0  5  1  4    -0.00000349
  0  1  0  5  1  4    -0.00000001
  0  2  0  5  1  4     0.00000000
  0  3  0  5  1  4    -0.00000001
  0  4  0  5  1  4     0.00000001
  0  5  0  5  1  4     0.00000001
  0  6  0  5  1  4     0.00000000
  0  7  0  5  1  4     0.00000000
  0  8  0  5  1  4     0.00000000
  0  9  0  5  1  4     0.00000000
  0 10  0  5  1  4     0.00000000
  0  0  2  5  1  4    -0.00000043
  0  0  4  5  1  4    -0.00000119
  0  0  6  5  1  4    -0.00000078
  0  0  8  5  1  4    -0.00000005
  0  0 10  5  1  4     0.00000002
  1  1  0  5  1  4    -0.00000184
  2  1  0  5  1  4     0.00000016
  3  1  0  5  1  4     0.00003518
  4  1  0  5  1  4    -0.00000839
  5  1  0  5  1  4    -0.00008335
  6  1  0  5  1  4     0.00000400
  7  1  0  5  1  4     0.00005547
  8  1  0  5  1  4     0.00000228
  9  1  0  5  1  4     0.00000187
  1  2  0  5  1  4     0.00000107
  2  2  0  5  1  4    -0.00000017
  3  2  0  5  1  4    -0.00001621
  4  2  0  5  1  4     0.00000348
  5  2  0  5  1  4    -0.00007165
  6  2  0  5  1  4    -0.00000203
  7  2  0  5  1  4    -0.00002183
  8  2  0  5  1  4     0.00000025
  1  3  0  5  1  4     0.00000052
  2  3  0  5  1  4    -0.00000009
  3  3  0  5  1  4    -0.00000662
  4  3  0  5  1  4     0.00000102
  5  3  0  5  1  4    -0.00002404
  6  3  0  5  1  4    -0.00000041
  7  3  0  5  1  4    -0.00000857
  1  4  0  5  1  4    -0.00000023
  2  4  0  5  1  4     0.00000003
  3  4  0  5  1  4     0.00000256
  4  4  0  5  1  4    -0.00000031
  5  4  0  5  1  4     0.00000801
  6  4  0  5  1  4     0.00000007
  1  5  0  5  1  4    -0.00000010
  2  5  0  5  1  4     0.00000001
  3  5  0  5  1  4     0.00000098
  4  5  0  5  1  4    -0.00000009
  5  5  0  5  1  4     0.00000263
  1  6  0  5  1  4     0.00000005
  2  6  0  5  1  4    -0.00000001
  3  6  0  5  1  4    -0.00000038
  4  6  0  5  1  4     0.00000002
  1  7  0  5  1  4    -0.00000002
  2  7  0  5  1  4     0.00000000
  3  7  0  5  1  4     0.00000015
  1  8  0  5  1  4    -0.00000001
  2  8  0  5  1  4     0.00000000
  1  9  0  5  1  4     0.00000001
  1  0  2  5  1  4     0.00002729
  2  0  2  5  1  4    -0.00000137
  3  0  2  5  1  4    -0.00056207
  4  0  2  5  1  4     0.00016402
  5  0  2  5  1  4    -0.00373835
  6  0  2  5  1  4    -0.00010993
  7  0  2  5  1  4    -0.00081747
  8  0  2  5  1  4    -0.00005861
  1  0  4  5  1  4     0.00011338
  2  0  4  5  1  4    -0.00011595
  3  0  4  5  1  4    -0.00210419
  1  0  6  5  1  4     0.00004681
  2  0  6  5  1  4     0.00000520
  3  0  6  5  1  4    -0.00103213
  4  0  6  5  1  4     0.00025606
  1  0  8  5  1  4     0.00000650
  2  0  8  5  1  4    -0.00000077
  0  1  2  5  1  4     0.00000159
  0  2  2  5  1  4    -0.00000072
  0  3  2  5  1  4    -0.00000018
  0  4  2  5  1  4     0.00000015
  0  5  2  5  1  4     0.00000013
  0  6  2  5  1  4    -0.00000009
  0  7  2  5  1  4     0.00000005
  0  8  2  5  1  4     0.00000002
  0  1  4  5  1  4     0.00000436
  0  2  4  5  1  4    -0.00000197
  0  3  4  5  1  4    -0.00000147
  0  4  4  5  1  4     0.00000101
  0  5  4  5  1  4     0.00000059
  0  6  4  5  1  4    -0.00000031
  0  1  6  5  1  4     0.00000332
  0  2  6  5  1  4    -0.00000128
  0  3  6  5  1  4    -0.00000039
  0  4  6  5  1  4     0.00000030
  0  1  8  5  1  4     0.00000004
  0  2  8  5  1  4    -0.00000009
  1  1  2  5  1  4    -0.00006880
  2  1  2  5  1  4     0.00000440
  3  1  2  5  1  4     0.00169612
  4  1  2  5  1  4    -0.00060926
  5  1  2  5  1  4    -0.00423084
  6  1  2  5  1  4     0.00033708
  7  1  2  5  1  4     0.00315934
  1  2  2  5  1  4     0.00003791
  2  2  2  5  1  4    -0.00000164
  3  2  2  5  1  4    -0.00077264
  4  2  2  5  1  4     0.00022888
  5  2  2  5  1  4    -0.00511122
  6  2  2  5  1  4    -0.00016067
  1  3  2  5  1  4     0.00001715
  2  3  2  5  1  4     0.00000028
  3  3  2  5  1  4    -0.00030785
  4  3  2  5  1  4     0.00006287
  5  3  2  5  1  4    -0.00166951
  1  4  2  5  1  4    -0.00000747
  2  4  2  5  1  4    -0.00000053
  3  4  2  5  1  4     0.00011995
  4  4  2  5  1  4    -0.00001823
  1  5  2  5  1  4    -0.00000328
  2  5  2  5  1  4    -0.00000029
  3  5  2  5  1  4     0.00004732
  1  6  2  5  1  4     0.00000148
  2  6  2  5  1  4     0.00000010
  1  7  2  5  1  4    -0.00000069
  1  1  4  5  1  4    -0.00016461
  2  1  4  5  1  4     0.00002894
  3  1  4  5  1  4     0.00295113
  0  0  0  1  2  4     0.00000146
  1  0  0  1  2  4     0.00002118
  2  0  0  1  2  4     0.00000147
  3  0  0  1  2  4    -0.00000270
  4  0  0  1  2  4    -0.00000007
  5  0  0  1  2  4    -0.00000031
  6  0  0  1  2  4     0.00000002
  7  0  0  1  2  4    -0.00000003
  8  0  0  1  2  4     0.00000000
  9  0  0  1  2  4     0.00000000
 10  0  0  1  2  4     0.00000000
  0  1  0  1  2  4    -0.00000618
  0  2  0  1  2  4     0.00001336
  0  3  0  1  2  4     0.00000736
  0  4  0  1  2  4    -0.00000328
  0  5  0  1  2  4    -0.00000138
  0  6  0  1  2  4     0.00000057
  0  7  0  1  2  4    -0.00000023
  0  8  0  1  2  4    -0.00000010
  0  9  0  1  2  4     0.00000004
  0 10  0  1  2  4     0.00000002
  0  0  2  1  2  4     0.00006512
  0  0  4  1  2  4     0.00020205
  0  0  6  1  2  4     0.00010975
  0  0  8  1  2  4     0.00001182
  0  0 10  1  2  4    -0.00000100
  1  1  0  1  2  4    -0.00009897
