 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  0  5  0  6  2  0    -0.00000044
  0  6  0  6  2  0     0.00000021
  0  7  0  6  2  0    -0.00000009
  0  8  0  6  2  0    -0.00000002
  0  9  0  6  2  0    -0.00000001
  0 10  0  6  2  0    -0.00000003
  0  0  2  6  2  0     0.00000008
  0  0  4  6  2  0     0.00000001
  0  0  6  6  2  0     0.00000000
  0  0  8  6  2  0     0.00000000
  0  0 10  6  2  0     0.00000000
  1  1  0  6  2  0    -0.00000137
  2  1  0  6  2  0     0.00011928
  3  1  0  6  2  0    -0.00019198
  4  1  0  6  2  0    -0.00151154
  8  1  0  6  2  0     0.00187044
  9  1  0  6  2  0    -0.00020840
  1  2  0  6  2  0     0.00000368
  2  2  0  6  2  0    -0.00003324
  3  2  0  6  2  0    -0.00006956
  4  2  0  6  2  0     0.00077610
  0  0  0  7  2  0     0.00000009
  1  0  0  7  2  0    -0.00000112
  2  0  0  7  2  0    -0.00000306
  3  0  0  7  2  0     0.00005620
  4  0  0  7  2  0    -0.00002007
  5  0  0  7  2  0     0.00070066
  6  0  0  7  2  0     0.00046070
  7  0  0  7  2  0    -0.00175957
  8  0  0  7  2  0     0.00100132
  9  0  0  7  2  0     0.00122514
 10  0  0  7  2  0     0.00010395
  0  1  0  7  2  0    -0.00000020
  0  2  0  7  2  0     0.00000010
  0  3  0  7  2  0     0.00000027
  0  4  0  7  2  0    -0.00000013
  0  5  0  7  2  0    -0.00000010
  0  6  0  7  2  0     0.00000003
  0  7  0  7  2  0     0.00000002
  0  8  0  7  2  0     0.00000003
  0  9  0  7  2  0    -0.00000002
  0 10  0  7  2  0    -0.00000002
  0  0  2  7  2  0    -0.00000005
  0  0  4  7  2  0     0.00000000
  0  0  6  7  2  0     0.00000000
  0  0  8  7  2  0     0.00000000
  0  0 10  7  2  0     0.00000000
  1  1  0  7  2  0     0.00000486
  2  1  0  7  2  0     0.00000324
  3  1  0  7  2  0    -0.00017386
  4  1  0  7  2  0     0.00022783
  5  1  0  7  2  0    -0.00170545
  9  1  0  7  2  0    -0.00226027
  1  2  0  7  2  0    -0.00000012
  2  2  0  7  2  0    -0.00000676
  3  2  0  7  2  0     0.00004892
  4  2  0  7  2  0     0.00009278
  5  2  0  7  2  0     0.00087374
  0  0  0  8  2  0     0.00000000
  1  0  0  8  2  0    -0.00000017
  2  0  0  8  2  0     0.00000233
  3  0  0  8  2  0     0.00000730
  4  0  0  8  2  0    -0.00006906
  5  0  0  8  2  0    -0.00001583
  6  0  0  8  2  0    -0.00080389
  7  0  0  8  2  0     0.00100112
  8  0  0  8  2  0    -0.00373435
  9  0  0  8  2  0    -0.00385398
 10  0  0  8  2  0     0.00215519
  0  1  0  8  2  0     0.00000022
  0  2  0  8  2  0     0.00000011
  0  3  0  8  2  0    -0.00000026
  0  4  0  8  2  0     0.00000004
  0  5  0  8  2  0    -0.00000001
  0  6  0  8  2  0     0.00000001
  0  7  0  8  2  0    -0.00000001
  0  8  0  8  2  0    -0.00000001
  0  9  0  8  2  0     0.00000002
  0 10  0  8  2  0     0.00000002
  0  0  2  8  2  0    -0.00000001
  0  0  4  8  2  0     0.00000000
  0  0  6  8  2  0     0.00000000
  0  0  8  8  2  0     0.00000000
  0  0 10  8  2  0     0.00000000
  1  1  0  8  2  0     0.00000065
  2  1  0  8  2  0    -0.00000875
  3  1  0  8  2  0    -0.00001113
  4  1  0  8  2  0     0.00022595
  5  1  0  8  2  0     0.00021344
  6  1  0  8  2  0     0.00187053
  1  2  0  8  2  0    -0.00000009
  2  2  0  8  2  0     0.00000081
  3  2  0  8  2  0     0.00001234
  4  2  0  8  2  0    -0.00005969
  5  2  0  8  2  0     0.00012784
  6  2  0  8  2  0    -0.00094093
  0  0  0  1  3  0     0.00003294
  1  0  0  1  3  0    -0.00009814
  2  0  0  1  3  0     0.00002169
  3  0  0  1  3  0    -0.00011964
  4  0  0  1  3  0    -0.00000287
  5  0  0  1  3  0    -0.00000912
  6  0  0  1  3  0     0.00000081
  7  0  0  1  3  0    -0.00000044
  8  0  0  1  3  0    -0.00000010
  9  0  0  1  3  0     0.00000005
 10  0  0  1  3  0    -0.00000003
  0  1  0  1  3  0    -0.00008950
  0  5  0  1  3  0    -0.00013584
  0  6  0  1  3  0     0.00011900
  0  7  0  1  3  0    -0.00006749
  0  8  0  1  3  0    -0.00003407
  0  9  0  1  3  0     0.00001671
  0 10  0  1  3  0     0.00000911
  0  0  2  1  3  0     0.00000796
  0  0  4  1  3  0     0.00000048
  0  0  6  1  3  0     0.00000003
  0  0  8  1  3  0     0.00000000
  0  0 10  1  3  0     0.00000000
  1  1  0  1  3  0     0.00043427
  2  1  0  1  3  0    -0.00000835
  3  1  0  1  3  0     0.00052341
  4  1  0  1  3  0     0.00002260
  5  1  0  1  3  0     0.00003835
  6  1  0  1  3  0    -0.00000257
  7  1  0  1  3  0     0.00000190
  8  1  0  1  3  0     0.00000029
  9  1  0  1  3  0    -0.00000003
  3  2  0  1  3  0    -0.00090027
  4  2  0  1  3  0    -0.00012578
  5  2  0  1  3  0    -0.00008661
  6  2  0  1  3  0     0.00000180
  7  2  0  1  3  0    -0.00000587
  8  2  0  1  3  0    -0.00000087
  0  0  0  2  3  0    -0.00007241
  1  0  0  2  3  0     0.00002172
  2  0  0  2  3  0    -0.00019285
  3  0  0  2  3  0     0.00000046
  4  0  0  2  3  0    -0.00016087
  5  0  0  2  3  0     0.00000314
  6  0  0  2  3  0    -0.00001515
  7  0  0  2  3  0    -0.00000152
  8  0  0  2  3  0     0.00000091
  9  0  0  2  3  0    -0.00000021
 10  0  0  2  3  0    -0.00000013
  0  1  0  2  3  0     0.00031444
  0  2  0  2  3  0    -0.00054073
  0  3  0  2  3  0    -0.00035660
  0  4  0  2  3  0     0.00059324
  0  5  0  2  3  0     0.00051909
  0  6  0  2  3  0    -0.00027694
  0  7  0  2  3  0     0.00013469
  0  8  0  2  3  0     0.00006441
  0  9  0  2  3  0    -0.00003110
  0 10  0  2  3  0    -0.00001706
  0  0  2  2  3  0    -0.00000986
  0  0  4  2  3  0    -0.00000059
  0  0  6  2  3  0    -0.00000003
  0  0  8  2  3  0     0.00000000
  0  0 10  2  3  0     0.00000000
  1  1  0  2  3  0    -0.00000853
  2  1  0  2  3  0     0.00085881
  3  1  0  2  3  0     0.00011557
  4  1  0  2  3  0     0.00070878
  5  1  0  2  3  0    -0.00002915
  6  1  0  2  3  0     0.00006392
  7  1  0  2  3  0     0.00000501
  8  1  0  2  3  0    -0.00000371
  9  1  0  2  3  0     0.00000112
  4  2  0  2  3  0    -0.00121873
  5  2  0  2  3  0     0.00017924
  6  2  0  2  3  0    -0.00014293
  7  2  0  2  3  0    -0.00000406
  8  2  0  2  3  0     0.00001034
  0  0  0  3  3  0    -0.00000195
  1  0  0  3  3  0    -0.00011965
  2  0  0  3  3  0     0.00000050
  3  0  0  3  3  0    -0.00028297
  4  0  0  3  3  0    -0.00002504
  5  0  0  3  3  0     0.00019686
  6  0  0  3  3  0     0.00000278
  7  0  0  3  3  0     0.00002203
  8  0  0  3  3  0     0.00000330
  9  0  0  3  3  0     0.00000162
 10  0  0  3  3  0     0.00000070
  0  1  0  3  3  0     0.00001376
  0  2  0  3  3  0    -0.00007031
  0  3  0  3  3  0     0.00002227
  0  4  0  3  3  0     0.00007915
  0  5  0  3  3  0     0.00002420
  0  6  0  3  3  0    -0.00000805
  0  7  0  3  3  0     0.00000310
  0  8  0  3  3  0     0.00000137
  0  9  0  3  3  0    -0.00000065
  0 10  0  3  3  0    -0.00000033
  0  0  2  3  3  0    -0.00000010
  0  0  4  3  3  0    -0.00000002
  0  0  6  3  3  0     0.00000000
  0  0  8  3  3  0     0.00000000
  0  0 10  3  3  0     0.00000000
  1  1  0  3  3  0     0.00052342
  2  1  0  3  3  0     0.00011535
  3  1  0  3  3  0     0.00126760
  4  1  0  3  3  0     0.00025912
  5  1  0  3  3  0    -0.00087355
  6  1  0  3  3  0    -0.00003336
  7  1  0  3  3  0    -0.00009353
  8  1  0  3  3  0    -0.00001086
  9  1  0  3  3  0    -0.00000533
  1  2  0  3  3  0    -0.00090031
  5  2  0  3  3  0     0.00150039
  6  2  0  3  3  0     0.00022939
  7  2  0  3  3  0     0.00020839
  8  2  0  3  3  0     0.00001230
  1  3  0  3  3  0    -0.00059188
  0  0  0  4  3  0     0.00000426
  1  0  0  4  3  0    -0.00000287
  2  0  0  4  3  0    -0.00016087
  3  0  0  4  3  0    -0.00002499
  4  0  0  4  3  0    -0.00036772
  5  0  0  4  3  0     0.00005222
  6  0  0  4  3  0     0.00022813
  7  0  0  4  3  0    -0.00000172
  8  0  0  4  3  0    -0.00002697
  9  0  0  4  3  0     0.00001352
 10  0  0  4  3  0    -0.00000345
  0  1  0  4  3  0    -0.00001782
  0  2  0  4  3  0     0.00004082
  0  3  0  4  3  0     0.00001268
  0  4  0  4  3  0    -0.00004616
  0  5  0  4  3  0    -0.00002987
  0  6  0  4  3  0     0.00001622
  0  7  0  4  3  0    -0.00000832
  0  8  0  4  3  0    -0.00000419
  0  9  0  4  3  0     0.00000211
  0 10  0  4  3  0     0.00000118
  0  0  2  4  3  0     0.00000061
  0  0  4  4  3  0     0.00000006
  0  0  6  4  3  0     0.00000000
  0  0  8  4  3  0     0.00000000
  0  0 10  4  3  0     0.00000000
  1  1  0  4  3  0     0.00002260
  2  1  0  4  3  0     0.00070879
  3  1  0  4  3  0     0.00025887
  4  1  0  4  3  0     0.00165674
  5  1  0  4  3  0    -0.00041139
  6  1  0  4  3  0    -0.00101927
  7  1  0  4  3  0     0.00003348
  8  1  0  4  3  0     0.00012084
  9  1  0  4  3  0    -0.00004407
  1  2  0  4  3  0    -0.00012577
  2  2  0  4  3  0    -0.00121878
  6  2  0  4  3  0     0.00174673
  7  2  0  4  3  0    -0.00027077
  8  2  0  4  3  0    -0.00027675
  1  3  0  4  3  0     0.00004517
  2  3  0  4  3  0    -0.00079961
  0  0  0  5  3  0     0.00000036
  1  0  0  5  3  0    -0.00000912
  2  0  0  5  3  0     0.00000314
  3  0  0  5  3  0     0.00019686
  4  0  0  5  3  0     0.00005217
  5  0  0  5  3  0    -0.00044700
  6  0  0  5  3  0    -0.00008048
  7  0  0  5  3  0     0.00025617
  8  0  0  5  3  0     0.00000162
  9  0  0  5  3  0     0.00001877
 10  0  0  5  3  0     0.00003439
  0  1  0  5  3  0    -0.00000105
  0  2  0  5  3  0     0.00000053
  0  3  0  5  3  0     0.00000231
  0  4  0  5  3  0    -0.00000071
  0  5  0  5  3  0    -0.00000160
  0  6  0  5  3  0     0.00000126
  0  7  0  5  3  0    -0.00000071
  0  8  0  5  3  0    -0.00000033
  0  9  0  5  3  0     0.00000016
  0 10  0  5  3  0     0.00000010
  0  0  2  5  3  0     0.00000003
  0  0  4  5  3  0     0.00000000
  0  0  6  5  3  0     0.00000000
  0  0  8  5  3  0     0.00000000
  0  0 10  5  3  0     0.00000000
  1  1  0  5  3  0     0.00003835
  2  1  0  5  3  0    -0.00002915
  3  1  0  5  3  0    -0.00087357
  4  1  0  5  3  0    -0.00041111
  5  1  0  5  3  0     0.00202494
  6  1  0  5  3  0     0.00056868
  7  1  0  5  3  0    -0.00114813
  8  1  0  5  3  0     0.00000203
  9  1  0  5  3  0    -0.00013294
  1  2  0  5  3  0    -0.00008662
  2  2  0  5  3  0     0.00017924
  3  2  0  5  3  0     0.00150044
  7  2  0  5  3  0     0.00196041
  8  2  0  5  3  0    -0.00022807
  1  3  0  5  3  0    -0.00002825
  2  3  0  5  3  0    -0.00007233
  3  3  0  5  3  0     0.00098415
  0  0  0  6  3  0     0.00000018
  1  0  0  6  3  0     0.00000081
  2  0  0  6  3  0    -0.00001515
  3  0  0  6  3  0     0.00000278
  4  0  0  6  3  0     0.00022813
  5  0  0  6  3  0    -0.00008043
  6  0  0  6  3  0    -0.00052280
  7  0  0  6  3  0     0.00011805
  8  0  0  6  3  0    -0.00028824
  9  0  0  6  3  0     0.00003917
 10  0  0  6  3  0    -0.00002188
  0  1  0  6  3  0    -0.00000075
  0  2  0  6  3  0     0.00000252
  0  3  0  6  3  0    -0.00000011
  0  4  0  6  3  0    -0.00000283
  0  5  0  6  3  0    -0.00000129
  0  6  0  6  3  0     0.00000057
  0  7  0  6  3  0    -0.00000028
  0  8  0  6  3  0    -0.00000012
  0  9  0  6  3  0     0.00000003
  0 10  0  6  3  0    -0.00000003
  0  0  2  6  3  0    -0.00000001
  0  0  4  6  3  0     0.00000000
  0  0  6  6  3  0     0.00000000
  0  0  8  6  3  0     0.00000000
  0  0 10  6  3  0     0.00000000
  1  1  0  6  3  0    -0.00000257
  2  1  0  6  3  0     0.00006392
  3  1  0  6  3  0    -0.00003336
  4  1  0  6  3  0    -0.00101929
  5  1  0  6  3  0     0.00056838
  6  1  0  6  3  0     0.00237775
  7  1  0  6  3  0    -0.00075375
  8  1  0  6  3  0     0.00122838
  9  1  0  6  3  0    -0.00030484
  1  2  0  6  3  0     0.00000180
  2  2  0  6  3  0    -0.00014293
  3  2  0  6  3  0     0.00022939
  4  2  0  6  3  0     0.00174680
  8  2  0  6  3  0    -0.00204987
  1  3  0  6  3  0     0.00000530
  2  3  0  6  3  0    -0.00004810
  3  3  0  6  3  0    -0.00010285
  4  3  0  6  3  0     0.00114800
  0  0  0  7  3  0     0.00000005
  1  0  0  7  3  0    -0.00000044
  2  0  0  7  3  0    -0.00000152
  3  0  0  7  3  0     0.00002203
  4  0  0  7  3  0    -0.00000172
  5  0  0  7  3  0     0.00025618
  6  0  0  7  3  0     0.00011799
  7  0  0  7  3  0    -0.00062881
  8  0  0  7  3  0     0.00029295
  9  0  0  7  3  0     0.00041962
 10  0  0  7  3  0     0.00005882
  0  1  0  7  3  0    -0.00000012
  0  2  0  7  3  0     0.00000027
  0  3  0  7  3  0     0.00000008
  0  4  0  7  3  0    -0.00000033
  0  5  0  7  3  0    -0.00000012
  0  6  0  7  3  0     0.00000010
  0  7  0  7  3  0    -0.00000004
  0  8  0  7  3  0     0.00000002
  0  9  0  7  3  0    -0.00000004
  0 10  0  7  3  0    -0.00000004
  0  0  2  7  3  0    -0.00000003
  0  0  4  7  3  0     0.00000000
  0  0  6  7  3  0     0.00000000
  0  0  8  7  3  0     0.00000000
  0  0 10  7  3  0     0.00000000
  1  1  0  7  3  0     0.00000190
  2  1  0  7  3  0     0.00000501
  3  1  0  7  3  0    -0.00009353
  4  1  0  7  3  0     0.00003348
  5  1  0  7  3  0    -0.00114815
  6  1  0  7  3  0    -0.00075342
  7  1  0  7  3  0     0.00281315
  8  1  0  7  3  0    -0.00128458
  9  1  0  7  3  0    -0.00125668
  1  2  0  7  3  0    -0.00000587
  2  2  0  7  3  0    -0.00000406
  3  2  0  7  3  0     0.00020840
  4  2  0  7  3  0    -0.00027077
  5  2  0  7  3  0     0.00196049
  1  3  0  7  3  0    -0.00000017
  2  3  0  7  3  0    -0.00000982
  3  3  0  7  3  0     0.00007101
  4  3  0  7  3  0     0.00013820
  5  3  0  7  3  0     0.00128838
  0  0  0  1  4  0    -0.00001383
  1  0  0  1  4  0     0.00003608
  2  0  0  1  4  0    -0.00001055
  3  0  0  1  4  0     0.00004401
  4  0  0  1  4  0     0.00000079
  5  0  0  1  4  0     0.00000361
  6  0  0  1  4  0    -0.00000034
  7  0  0  1  4  0     0.00000019
  8  0  0  1  4  0     0.00000005
  9  0  0  1  4  0     0.00000003
 10  0  0  1  4  0    -0.00000001
  0  1  0  1  4  0     0.00006146
  0  2  0  1  4  0    -0.00011565
  0  6  0  1  4  0    -0.00015118
  0  7  0  1  4  0     0.00014611
  0  8  0  1  4  0     0.00008938
  0  9  0  1  4  0    -0.00004811
  0 10  0  1  4  0    -0.00002799
  0  0  2  1  4  0    -0.00000269
  0  0  4  1  4  0    -0.00000016
  0  0  6  1  4  0    -0.00000001
  0  0  8  1  4  0     0.00000000
  0  0 10  1  4  0     0.00000000
  1  1  0  1  4  0    -0.00018653
  2  1  0  1  4  0     0.00003946
  3  1  0  1  4  0    -0.00022728
  4  1  0  1  4  0    -0.00000561
  5  1  0  1  4  0    -0.00001735
  6  1  0  1  4  0     0.00000153
  7  1  0  1  4  0    -0.00000081
  8  1  0  1  4  0    -0.00000020
  9  1  0  1  4  0     0.00000002
  1  2  0  1  4  0     0.00058496
  2  2  0  1  4  0    -0.00000337
  3  2  0  1  4  0     0.00070406
  4  2  0  1  4  0     0.00003140
  5  2  0  1  4  0     0.00005199
  6  2  0  1  4  0    -0.00000342
  7  2  0  1  4  0     0.00000262
  8  2  0  1  4  0     0.00000039
  3  3  0  1  4  0     0.00098581
  4  3  0  1  4  0     0.00014164
  5  3  0  1  4  0     0.00009791
  6  3  0  1  4  0    -0.00000223
  7  3  0  1  4  0     0.00000664
  0  0  0  2  4  0     0.00002681
  1  0  0  2  4  0    -0.00001056
  2  0  0  2  4  0     0.00007055
  3  0  0  2  4  0    -0.00000366
  4  0  0  2  4  0     0.00005877
  5  0  0  2  4  0    -0.00000070
  6  0  0  2  4  0     0.00000596
  7  0  0  2  4  0     0.00000064
  8  0  0  2  4  0    -0.00000028
  9  0  0  2  4  0     0.00000030
 10  0  0  2  4  0    -0.00000010
  0  1  0  2  4  0    -0.00013751
  0  2  0  2  4  0     0.00042303
  0  3  0  2  4  0     0.00059326
  0  4  0  2  4  0    -0.00046718
  0  5  0  2  4  0    -0.00062940
  0  6  0  2  4  0     0.00060377
  0  7  0  2  4  0    -0.00034739
  0  8  0  2  4  0    -0.00018035
  0  9  0  2  4  0     0.00009151
  0 10  0  2  4  0     0.00005229
  0  0  2  2  4  0     0.00000356
  0  0  4  2  4  0     0.00000021
  0  0  6  2  4  0     0.00000001
  0  0  8  2  4  0     0.00000000
  0  0 10  2  4  0     0.00000000
  1  1  0  2  4  0     0.00003952
  2  1  0  2  4  0    -0.00036666
  3  1  0  2  4  0    -0.00000144
  4  1  0  2  4  0    -0.00030560
  5  1  0  2  4  0     0.00000619
  6  1  0  2  4  0    -0.00002886
  7  1  0  2  4  0    -0.00000285
  8  1  0  2  4  0     0.00000149
  9  1  0  2  4  0    -0.00000082
  1  2  0  2  4  0    -0.00000362
  2  2  0  2  4  0     0.00115676
  3  2  0  2  4  0     0.00016617
  4  2  0  2  4  0     0.00095320
  5  2  0  2  4  0    -0.00004066
  6  2  0  2  4  0     0.00008659
  7  2  0  2  4  0     0.00000671
  8  2  0  2  4  0    -0.00000491
  4  3  0  2  4  0     0.00133170
  5  3  0  2  4  0    -0.00020183
  6  3  0  2  4  0     0.00016146
  7  3  0  2  4  0     0.00000486
  0  0  0  3  4  0     0.00000061
  1  0  0  3  4  0     0.00004401
  2  0  0  3  4  0    -0.00000367
  3  0  0  3  4  0     0.00010298
  4  0  0  3  4  0     0.00000471
  5  0  0  3  4  0    -0.00007143
  6  0  0  3  4  0    -0.00000036
  7  0  0  3  4  0    -0.00000872
  8  0  0  3  4  0    -0.00000086
  9  0  0  3  4  0     0.00000050
 10  0  0  3  4  0    -0.00000108
  0  1  0  3  4  0    -0.00000378
  0  2  0  3  4  0     0.00001912
  0  3  0  3  4  0     0.00007915
  0  4  0  3  4  0     0.00002930
  0  5  0  3  4  0    -0.00008621
  0  6  0  3  4  0     0.00002900
  0  7  0  3  4  0    -0.00001040
  0  8  0  3  4  0    -0.00000421
  0  9  0  3  4  0     0.00000194
  0 10  0  3  4  0     0.00000108
  0  0  2  3  4  0     0.00000002
  0  0  4  3  4  0     0.00000001
  0  0  6  3  4  0     0.00000000
  0  0  8  3  4  0     0.00000000
  0  0 10  3  4  0     0.00000000
  1  1  0  3  4  0    -0.00022729
  2  1  0  3  4  0    -0.00000136
  3  1  0  3  4  0    -0.00053803
  4  1  0  3  4  0    -0.00005043
  5  1  0  3  4  0     0.00037394
  6  1  0  3  4  0     0.00000555
  7  1  0  3  4  0     0.00004223
  8  1  0  3  4  0     0.00000503
  9  1  0  3  4  0     0.00000058
  1  2  0  3  4  0     0.00070407
  2  2  0  3  4  0     0.00016587
  3  2  0  3  4  0     0.00170720
  4  2  0  3  4  0     0.00036206
  5  2  0  3  4  0    -0.00117457
  6  2  0  3  4  0    -0.00004680
  7  2  0  3  4  0    -0.00012682
  8  2  0  3  4  0    -0.00001363
  1  3  0  3  4  0     0.00098584
  5  3  0  3  4  0    -0.00163579
  6  3  0  3  4  0    -0.00025822
  7  3  0  3  4  0    -0.00023526
  1  4  0  3  4  0    -0.00077614
  0  0  0  4  4  0    -0.00000169
  1  0  0  4  4  0     0.00000079
  2  0  0  4  4  0     0.00005877
  3  0  0  4  4  0     0.00000469
  4  0  0  4  4  0     0.00013313
  5  0  0  4  4  0    -0.00001359
  6  0  0  4  4  0    -0.00008209
  7  0  0  4  4  0    -0.00000081
  8  0  0  4  4  0     0.00001326
  9  0  0  4  4  0     0.00000020
 10  0  0  4  4  0    -0.00000258
  0  1  0  4  4  0     0.00000807
  0  2  0  4  4  0    -0.00002415
  0  3  0  4  4  0    -0.00004616
  0  4  0  4  4  0     0.00001624
  0  5  0  4  4  0     0.00005048
  0  6  0  4  4  0    -0.00003503
  0  7  0  4  4  0     0.00002034
  0  8  0  4  4  0     0.00001110
  0  9  0  4  4  0    -0.00000591
  0 10  0  4  4  0    -0.00000353
  0  0  2  4  4  0    -0.00000023
  0  0  4  4  4  0    -0.00000002
  0  0  6  4  4  0     0.00000000
  0  0  8  4  4  0     0.00000000
  0  0 10  4  4  0     0.00000000
  1  1  0  4  4  0    -0.00000561
  2  1  0  4  4  0    -0.00030560
  3  1  0  4  4  0    -0.00005034
  4  1  0  4  4  0    -0.00069917
  5  1  0  4  4  0     0.00010256
  6  1  0  4  4  0     0.00043299
  7  1  0  4  4  0    -0.00000224
  8  1  0  4  4  0    -0.00005768
  9  1  0  4  4  0     0.00001317
  1  2  0  4  4  0     0.00003140
  2  2  0  4  4  0     0.00095322
  3  2  0  4  4  0     0.00036172
  4  2  0  4  4  0     0.00223108
  5  2  0  4  4  0    -0.00056966
  6  2  0  4  4  0    -0.00137003
  7  2  0  4  4  0     0.00004635
  8  2  0  4  4  0     0.00016900
  1  3  0  4  4  0     0.00014164
  2  3  0  4  4  0     0.00133176
  6  3  0  4  4  0    -0.00189977
  7  3  0  4  4  0     0.00030434
  1  4  0  4  4  0     0.00005954
  2  4  0  4  4  0    -0.00104950
  0  0  0  5  4  0    -0.00000014
  1  0  0  5  4  0     0.00000361
  2  0  0  5  4  0    -0.00000070
  3  0  0  5  4  0    -0.00007143
  4  0  0  5  4  0    -0.00001358
  5  0  0  5  4  0     0.00016087
  6  0  0  5  4  0     0.00002223
  7  0  0  5  4  0    -0.00008898
  8  0  0  5  4  0    -0.00001326
  9  0  0  5  4  0    -0.00003038
 10  0  0  5  4  0     0.00000229
  0  1  0  5  4  0     0.00000066
  0  2  0  5  4  0    -0.00000135
  0  3  0  5  4  0    -0.00000071
  0  4  0  5  4  0     0.00000289
  0  5  0  5  4  0     0.00000090
  0  6  0  5  4  0    -0.00000182
  0  7  0  5  4  0     0.00000153
  0  8  0  5  4  0     0.00000094
  0  9  0  5  4  0    -0.00000049
  0 10  0  5  4  0    -0.00000028
  0  0  2  5  4  0    -0.00000002
  0  0  4  5  4  0     0.00000000
  0  0  6  5  4  0     0.00000000
  0  0  8  5  4  0     0.00000000
  0  0 10  5  4  0     0.00000000
  1  1  0  5  4  0    -0.00001735
  2  1  0  5  4  0     0.00000619
  3  1  0  5  4  0     0.00037395
